long;lat;id;linea;estacion;numero_de_;destino_bo;lineas_de_;cierra_fin;escalera_p;escalera_m;ascensor;rampa;salvaescal;calle;altura;calle2;barrio;comuna;observacio;Objeto;dom_norma;dom_orig
-583.805.723;-3.460.926.672;186;C;AV. DE MAYO;2;a Retiro y Constitución;A;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;72;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;IRIGOYEN. BERNARDO DE 72;Bernardo de Irigoyen 72
-5.838.034.569;-3.460.886.563;187;C;AV. DE MAYO;3;a Retiro y Constitución;A;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Avenida de Mayo;981;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;DE MAYO AV. 981;Avenida de Mayo 981
-5.838.032.445;-3.460.908.366;188;C;AV. DE MAYO;4;a Retiro y Constitución;A;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Avenida de Mayo;984;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;DE MAYO AV. 984;Avenida de Mayo 984
-5.838.058.096;-3.461.235.297;189;C;MORENO;1;a Retiro y Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;336;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;IRIGOYEN. BERNARDO DE 336;Bernardo de Irigoyen 336
-5.838.057.509;-3.461.254.217;190;C;MORENO;3;a Retiro y Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;356;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;IRIGOYEN. BERNARDO DE 356;Bernardo de Irigoyen 356
-5.838.005.922;-3.461.785.794;191;C;INDEPENDENCIA;1;a Retiro y Constitución;E;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;816;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;IRIGOYEN. BERNARDO DE 816;Bernardo de Irigoyen 816
-583.799.262;-3.462.181.453;192;C;SAN JUAN;1;a Retiro y Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;1172;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;IRIGOYEN. BERNARDO DE 1172;Bernardo de Irigoyen 1172
-5.837.984.748;-3.462.244.704;193;C;SAN JUAN;3;a Retiro y Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;1220;;Constitucion;Comuna 1;Vestíbulo intermedio;Boca de subte;IRIGOYEN. BERNARDO DE 1220;Bernardo de Irigoyen 1220
-5.838.104.454;-3.462.790.093;194;C;CONSTITUCION;1;a Retiro;;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Brasil;1149;;Constitucion;Comuna 1;Andén central;Boca de subte;BRASIL 1149;Brasil 1149
-583.803.079;-3.462.810.194;195;C;CONSTITUCION;4;a Retiro;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Brasil;1140;;Constitucion;Comuna 1;Boca cerrada;Boca de subte;BRASIL 1140;Brasil 1140
-5.838.105.746;-3.462.770.534;196;C;CONSTITUCION;2;a Retiro;;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Brasil;1137;;Constitucion;Comuna 1;Andén central;Boca de subte;BRASIL 1137;Brasil 1137
-5.837.403.503;-3.460.785.004;197;D;CATEDRAL;10;a Congreso de Tucumán;A-E;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;520;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 520;Roque Sáenz Peña 5
-5.837.491.264;-3.460.750.963;198;D;CATEDRAL;1;a Congreso de Tucumán;A-E;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;590;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 590;Roque Sáenz Peña 59
-5.837.467.599;-3.460.750.031;199;D;CATEDRAL;6;a Congreso de Tucumán;A-E;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Florida;45;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;FLORIDA 45;Florida 45
-5.837.519.819;-3.460.724.777;200;D;CATEDRAL;2;a Congreso de Tucumán;A-E;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;616;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 616;Roque Sáenz Peña 61
-5.837.477.538;-3.460.717.509;201;D;CATEDRAL;4;Salida únicamente;A-E;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Roque Sáenz Peña;568;;San Nicolas;Comuna 1;Salida únicamente;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 568;Roque Sáenz Peña 568
-5.837.384.688;-3.460.767.034;202;D;CATEDRAL;5;a Congreso de Tucumán;A-E;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;511;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 511;Roque Sáenz Peñ
-5.837.433.766;-3.460.768.397;203;D;CATEDRAL;8;a Congreso de Tucumán;A-E;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Roque Sáenz Peña;530;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 530;Roque Sáenz Peña 53
-58.380.464;-3.460.447.026;204;D;9 DE JULIO;6;a Congreso de Tucumán;B-C;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;974;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 974;Roque Sáenz Peña 97
-5.838.009.619;-3.460.440.025;205;D;9 DE JULIO;3;a Catedral;B-C;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;943;;San Nicolas;Comuna 1;Andén a Catedral;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 943;Roque Sáenz Peña 943
-5.838.046.533;-3.460.419.858;206;D;9 DE JULIO;1;Salida únicamente;B-C;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Roque Sáenz Peña;979;;San Nicolas;Comuna 1;Salida únicamente;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 979;Roque Sáenz Peña 979
-5.838.511.956;-3.460.120.129;207;D;TRIBUNALES - TEATRO COLON;1;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Talcahuano;650;;San Nicolas;Comuna 1;Andén central;Boca de subte;TALCAHUANO 650;Talcahuano 650
-5.838.532.808;-3.460.201.973;208;D;TRIBUNALES - TEATRO COLON;6;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Talcahuano;550;;San Nicolas;Comuna 1;Andén central;Boca de subte;TALCAHUANO 550;Talcahuano 550
-5.838.535.527;-3.460.120.969;209;D;TRIBUNALES - TEATRO COLON;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Talcahuano;640;;San Nicolas;Comuna 1;Andén central;Boca de subte;TALCAHUANO 640;Talcahuano 640
-5.838.506.135;-3.460.139.328;210;D;TRIBUNALES - TEATRO COLON;3;a Catedral y Congreso de Tucumán;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Tucuman;1295;;San Nicolas;Comuna 1;Andén central;Boca de subte;TUCUMAN 1295;Tucuman 1295
-5.839.180.479;-3.459.975.381;211;D;CALLAO;6;a Catedral y Congreso de Tucumán;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Córdoba;1710;;San Nicolas;Comuna 1;Pasillo intermedio;Boca de subte;CORDOBA AV. 1710;Córdoba 1710
-5.839.266.807;-3.459.981.593;212;D;CALLAO;4;a Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Córdoba;1800;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;CORDOBA AV. 1800;Córdoba 1800
-5.839.301.218;-3.459.983.561;213;D;CALLAO;2;a Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Callao;792;;Balvanera;Comuna 3;Andén a C. de Tucumán;Boca de subte;CALLAO AV. 792;Callao 792
-5.839.318.391;-3.459.955.141;214;D;CALLAO;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Córdoba;1807;;Recoleta;Comuna 2;Salida únicamente;Boca de subte;CORDOBA AV. 1807;Córdoba 1807
-5.839.282.923;-3.459.945.142;215;D;CALLAO;3;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Callao;821;;Recoleta;Comuna 2;Andén a Catedral;Boca de subte;CALLAO AV. 821;Callao 821
-583.918.175;-3.459.968.353;216;D;CALLAO;8;a Congreso de Tucumán;;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Córdoba;1712;;San Nicolas;Comuna 1;Andén a C. de Tucumán;Boca de subte;CORDOBA AV. 1712;Córdoba 1712
-5.839.762.935;-3.459.984.039;217;D;FACULTAD DE MEDICINA;6;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Córdoba;2120;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORDOBA AV. 2120;Córdoba 2120
-5.839.808.022;-3.459.984.595;218;D;FACULTAD DE MEDICINA;4;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Córdoba;2150;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORDOBA AV. 2150;Córdoba 2150
-5.839.749.045;-3.459.955.513;219;D;FACULTAD DE MEDICINA;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Córdoba;2115;;Recoleta;Comuna 2;Vestíbulo intermedio;Boca de subte;CORDOBA AV. 2115;Córdoba 2115
-583.981.822;-3.459.984.174;220;D;FACULTAD DE MEDICINA;2;a Congreso de Tucumán;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Córdoba;2152;;Balvanera;Comuna 3;Andén a C. de Tucumán;Boca de subte;CORDOBA AV. 2152;Córdoba 2152
-5.839.783.672;-3.459.963.194;221;D;FACULTAD DE MEDICINA;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Córdoba;2160;;Balvanera;Comuna 3;Salida únicamente;Boca de subte;CORDOBA AV. 2160;Córdoba 2160
-5.840.265.754;-3.459.446.805;222;D;PUEYRREDON;2;Salida únicamente;H;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;2514;;Recoleta;Comuna 2;Salida únicamente;Boca de subte;SANTA FE AV. 2514;Santa Fe 2514
-5.840.259.965;-345.942.718;223;D;PUEYRREDON;1;a Catedral y Congreso de Tucumán;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;2517;;Recoleta;Comuna 2;Andén central;Boca de subte;SANTA FE AV. 2517;Santa Fe 2517
-5.840.698.055;-3.459.195.979;224;D;AGUERO;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;2880;;Recoleta;Comuna 2;Salida únicamente;Boca de subte;SANTA FE AV. 2880;Santa Fe 2880
-5.840.736.312;-3.459.160.303;225;D;AGUERO;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;2906;;Recoleta;Comuna 2;Pasillo intermedio;Boca de subte;SANTA FE AV. 2906;Santa Fe 2906
-584.072.065;-3.459.143.673;226;D;AGUERO;1;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;2915;;Recoleta;Comuna 2;Pasillo intermedio;Boca de subte;SANTA FE AV. 2915;Santa Fe 2915
-5.840.683.166;-3.459.179.797;227;D;AGUERO;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;2885;;Recoleta;Comuna 2;Pasillo intermedio;Boca de subte;SANTA FE AV. 2885;Santa Fe 2885
-5.841.098.877;-3.458.856.752;228;D;BULNES;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;3256;;Palermo;Comuna 14;Salida únicamente;Boca de subte;SANTA FE AV. 3256;Santa Fe 3256
-5.841.146.604;-3.458.824.676;229;D;BULNES;2;a Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;3300;;Palermo;Comuna 14;Andén a C. de Tucumán;Boca de subte;SANTA FE AV. 3300;Santa Fe 3300
-5.841.131.532;-3.458.809.339;230;D;BULNES;1;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;3295;;Palermo;Comuna 14;Andén a Catedral;Boca de subte;SANTA FE AV. 3295;Santa Fe 3295
-5.841.087.019;-3.458.812.206;231;D;BULNES;3;a Catedral;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;3261;;Palermo;Comuna 14;Andén a Catedral;Boca de subte;SANTA FE AV. 3261;Santa Fe 3261
-5.841.583.454;-3.458.535.596;232;D;R.SCALABRINI ORTIZ;4;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;3684;;Palermo;Comuna 14;Pasillo intermedio;Boca de subte;SANTA FE AV. 3684;Santa Fe 3684
-584.162.388;-3.458.521.103;233;D;R.SCALABRINI ORTIZ;2;a Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Scalabrini;2494;;Palermo;Comuna 14;Andén a C. de Tucumán;Boca de subte;SCALABRINI ORTIZ. RAUL AV. 2494;Scalabrini 2494
-584.159.891;-3.458.499.334;234;D;R.SCALABRINI ORTIZ;1;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;3711;;Palermo;Comuna 14;Andén a Catedral;Boca de subte;SANTA FE AV. 3711;Santa Fe 3711
-584.156.549;-3.458.521.727;235;D;R.SCALABRINI ORTIZ;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;3679;;Palermo;Comuna 14;Pasillo intermedio;Boca de subte;SANTA FE AV. 3679;Santa Fe 3679
-5.842.030.667;-3.458.231.298;236;D;PLAZA ITALIA;6;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4002;;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4002;Santa Fe 4002
-5.842.041.848;-3.458.224.331;237;D;PLAZA ITALIA;4;Salida únicamente;;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;4026;;Palermo;Comuna 14;Salida únicamente;Boca de subte;SANTA FE AV. 4026;Santa Fe 4026
-5.842.168.611;-3.458.136.181;238;D;PLAZA ITALIA;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4196;;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4196;Santa Fe 4196
-584.214.182;-3.458.117.303;239;D;PLAZA ITALIA;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4193;;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4193;Santa Fe 4193
-5.842.148.563;-3.458.112.818;240;D;PLAZA ITALIA;1;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4195;;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4195;Santa Fe 4195
-5.842.013.967;-345.818.658;241;D;PLAZA ITALIA;5;a Catedral y Congreso de Tucumán;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4150;;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4150;Santa Fe 4150
-5.842.600.471;-3.457.846.478;242;D;PALERMO;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;4636;;Palermo;Comuna 14;Salida únicamente;Boca de subte;SANTA FE AV. 4636;Santa Fe 4636
-5.842.642.054;-3.457.831.649;243;D;PALERMO;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4700;;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4700;Santa Fe 4700
-5.842.583.303;-3.457.820.766;244;D;PALERMO;1;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;4719;1;Palermo;Comuna 14;Andén central;Boca de subte;SANTA FE AV. 4719;Santa Fe 4719
-5.843.444.906;-3.457.557.724;245;D;MINISTRO CARRANZA - MIGUEL ABUELO;4;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;Arévalo;2400;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;AREVALO 2400;Arévalo 2400
-584.340.277;-3.457.546.511;246;D;MINISTRO CARRANZA - MIGUEL ABUELO;7;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;5271;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 5271;Santa Fe 5271
-5.843.428.105;-345.753.358;247;D;MINISTRO CARRANZA - MIGUEL ABUELO;5;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;5319;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 5319;Santa Fe 5319
-5.843.459.552;-3.457.520.415;248;D;MINISTRO CARRANZA - MIGUEL ABUELO;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;5321;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 5321;Santa Fe 5321
-5.843.480.644;-34.575.424;249;D;MINISTRO CARRANZA - MIGUEL ABUELO;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;Santa Fe;5376;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 5376;Santa Fe 5376
-5.844.416.916;-3.457.045.106;250;D;OLLEROS;4;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;714;;Colegiales;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 714;Cabildo 714
-5.844.417.902;-3.457.012.834;251;D;OLLEROS;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;715;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;CABILDO AV. 715;Cabildo 715
-584.444.855;-345.699.784;252;D;OLLEROS;1;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;759;;Palermo;Comuna 14;Vestíbulo intermedio;Boca de subte;CABILDO AV. 759;Cabildo 759
-584.447;-3.457.018.189;253;D;OLLEROS;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;790;;Colegiales;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 790;Cabildo 790
-5.845.206.504;-3.456.642.198;254;D;JOSE HERNANDEZ;4;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;VERDADERO;Cabildo;1574;;Colegiales;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 1574;Cabildo 1574
-5.845.194.651;-3.456.614.142;255;D;JOSE HERNANDEZ;3;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;1577;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 1577;Cabildo 1577
-5.845.230.145;-3.456.628.416;256;D;JOSE HERNANDEZ;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;1594;;Colegiales;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 1594;Cabildo 1594
-5.845.229.577;-3.456.595.332;257;D;JOSE HERNANDEZ;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;1621;;Belgrano;Comuna 13;Salida únicamente;Boca de subte;CABILDO AV. 1621;Cabildo 1621
-5.845.597.303;-3.456.264.728;258;D;JURAMENTO;5;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;2015;;Belgrano;Comuna 13;Salida únicamente;Boca de subte;CABILDO AV. 2015;Cabildo 2015
-5.845.632.794;-3.456.268.553;259;D;JURAMENTO;4;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;2040;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2040;Cabildo 2040
-5.845.634.762;-3.456.219.718;260;D;JURAMENTO;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;2077;;Belgrano;Comuna 13;Salida únicamente;Boca de subte;CABILDO AV. 2077;Cabildo 2077
-5.845.662.692;-3.456.234.196;261;D;JURAMENTO;2;a Catedral y Congreso de Tucumán;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;2080;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2080;Cabildo 2080
-5.845.612.069;-3.456.246.372;262;D;JURAMENTO;3;a Catedral y Congreso de Tucumán;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Cabildo;2043;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2043;Cabildo 2043
-5.846.190.036;-3.455.642.047;263;D;CONGRESO DE TUCUMAN;8;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;2802;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2802;Cabildo 2802
-5.846.185.263;-3.455.591.596;264;D;CONGRESO DE TUCUMAN;3;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;2831;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2831;Cabildo 2831
-5.846.253.032;-3.455.575.883;265;D;CONGRESO DE TUCUMAN;4;a Catedral;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;2860;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2860;Cabildo 2860
-5.846.206.034;-3.455.569.761;266;D;CONGRESO DE TUCUMAN;1;a Catedral;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Cabildo;2869;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2869;Cabildo 2869
-5.846.224.706;-3.455.605.923;267;D;CONGRESO DE TUCUMAN;6;a Catedral;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Cabildo;2834;;Belgrano;Comuna 13;Vestíbulo intermedio;Boca de subte;CABILDO AV. 2834;Cabildo 2834
-5.837.372.812;-3.460.947.367;268;E;BOLIVAR;3;Salida únicamente;A-D;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Presidente Julio Roca;516;;Monserrat;Comuna 1;Salida únicamente;Boca de subte;ROCA. JULIO A.. PRESIDENTE DIAGONAL SUR AV. 516;Presidente Julio Roca 516
-5.837.342.227;-3.460.917.381;269;E;BOLIVAR;1;a Plaza de los Virreyes;A-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Hipólito Yrigoyen;500;;Monserrat;Comuna 1;Andén a Plaza de los Virreyes;Boca de subte;YRIGOYEN. HIPOLITO AV. 500;Hipólito Yrigoyen 500
-5.837.362.402;-3.460.901.786;270;E;BOLIVAR;2;a Plaza de los Virreyes;A-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Hipólito Yrigoyen;501;;Monserrat;Comuna 1;Andén a Plaza de los Virreyes;Boca de subte;YRIGOYEN. HIPOLITO 501;Hipólito Yrigoyen 501
-5.837.474.821;-3.460.982.362;271;E;BOLIVAR;4;a Plaza de los Virreyes;A-D;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Perú;164;;Monserrat;Comuna 1;Andén a Plaza de los Virreyes;Boca de subte;PERU 164;Perú 164
-5.837.445.945;-3.461.015.069;272;E;BOLIVAR;5;a Plaza de los Virreyes;A-D;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Presidente Julio Roca;590;;Monserrat;Comuna 1;Andén a Plaza de los Virreyes;Boca de subte;ROCA. JULIO A.. PRESIDENTE DIAGONAL SUR AV. 590;Pre
-583.750.247;-3.461.067.347;273;E;BOLIVAR;7;a Plaza de los Virreyes;A-D;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Presidente Julio Roca;610;;Monserrat;Comuna 1;Andén a Plaza de los Virreyes;Boca de subte;ROCA. JULIO A.. PRESIDENTE DIAGONAL SUR AV. 610;Pres
-583.778.252;-346.127.771;274;E;BELGRANO;3;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Belgrano;809;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;BELGRANO AV. 809;Belgrano 809
-5.837.780.574;-3.461.297.135;275;E;BELGRANO;4;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Belgrano;802;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;BELGRANO AV. 802;Belgrano 802
-5.837.815.755;-3.461.279.021;276;E;BELGRANO;1;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Belgrano;835;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;BELGRANO AV. 835;Belgrano 835
-5.837.812.483;-3.461.298.631;277;E;BELGRANO;2;a Retiro y Plaza de los Virreyes;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Belgrano;836;;Monserrat;Comuna 1;Vestíbulo intermedio;Boca de subte;BELGRANO AV. 836;Belgrano 836
-5.838.159.284;-3.461.826.391;278;E;INDEPENDENCIA;4;Salida únicamente;C;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Lima;875;;Constitucion;Comuna 1;Salida únicamente;Boca de subte;LIMA 875;Lima 875
