long;lat;id;linea;estacion;numero_de_;destino_bo;lineas_de_;cierra_fin;escalera_p;escalera_m;ascensor;rampa;salvaescal;calle;altura;calle2;barrio;comuna;observacio;Objeto;dom_norma;dom_orig
-5.847.017.079;-3.463.104.055;93;A;SAN PEDRITO;4;a Plaza de Mayo;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Rivadavia;7438;;Flores;Comuna 7;Vestíbulo intermedio;Boca de subte;RIVADAVIA AV. 7438;Rivadavia 7438
-5.847.040.512;-3.463.073.082;94;A;SAN PEDRITO;3;a Plaza de Mayo;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Rivadavia;7441;;Flores;Comuna 7;Vestíbulo intermedio;Boca de subte;RIVADAVIA AV. 7441;Rivadavia 7441
-5.837.000.778;-3.460.316.757;95;B;LEANDRO N. ALEM;2;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;L.N. Alem;383;;San Nicolas;Comuna 1;Anden central;Boca de subte;ALEM. LEANDRO N. AV. 383;L.N. Alem 153
-5.836.961.873;-3.460.304.996;96;B;LEANDRO N. ALEM;4;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;146;;San Nicolas;Comuna 1;Anden central;Boca de subte;CORRIENTES AV. 146;Corrientes 146
-583.700.583;-3.460.276.167;97;B;LEANDRO N. ALEM;3;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;L.N. Alem;421;;San Nicolas;Comuna 1;Anden central;Boca de subte;ALEM. LEANDRO N. AV. 421;L.N. Alem 183
-5.836.964.822;-3.460.286.856;98;B;LEANDRO N. ALEM;5;a J. M. de Rosas;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;161;;San Nicolas;Comuna 1;Salida unicamente;Boca de subte;CORRIENTES AV. 161;Corrientes 161
-5.837.488.002;-3.460.320.705;99;B;FLORIDA;1;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;587;;San Nicolas;Comuna 1;Anden central;Boca de subte;CORRIENTES AV. 587;Corrientes 587
-5.837.486.416;-3.460.340.211;100;B;FLORIDA;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;590;;San Nicolas;Comuna 1;Anden central;Boca de subte;CORRIENTES AV. 590;Corrientes 590
-5.837.442.518;-3.460.317.254;101;B;FLORIDA;3;a L. N. Alem y J. M. de Rosas;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;535;;San Nicolas;Comuna 1;Anden central;Boca de subte;CORRIENTES AV. 535;Corrientes 535
-5.838.085.192;-3.460.393.922;103;B;C. PELLEGRINI;4;a L. N. Alem y J. M. de Rosas;C-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Pellegrini;385;;San Nicolas;Comuna 1;Anden central;Boca de subte;PELLEGRINI. CARLOS 385;Pellegrini 385
-5.838.088.865;-3.460.344.428;104;B;C. PELLEGRINI;1;a L. N. Alem y J. M. de Rosas;C-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Pellegrini;423;;San Nicolas;Comuna 1;Anden central;Boca de subte;PELLEGRINI. CARLOS 423;Pellegrini 423
-5.838.086.168;-346.038.418;105;B;C. PELLEGRINI;2;a L. N. Alem y J. M. de Rosas;C-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Pellegrini;385;;San Nicolas;Comuna 1;Anden central;Boca de subte;PELLEGRINI. CARLOS 385;Pellegrini 385
-5.838.729.906;-3.460.395.396;106;B;URUGUAY;1;Salida unicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;1463;;San Nicolas;Comuna 1;Salida unicamente;Boca de subte;CORRIENTES AV. 1463;Corrientes 1463
-5.838.730.831;-3.460.415.348;107;B;URUGUAY;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1450;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1450;Corrientes 1450
-5.838.699.139;-3.460.392.295;108;B;URUGUAY;5;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1437;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1437;Corrientes 1437
-5.838.692.983;-3.460.412.248;109;B;URUGUAY;4;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1428;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1428;Corrientes 1428
-5.838.634.059;-3.460.388.109;110;B;URUGUAY;9;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1393;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1393;Corrientes 1393
-5.838.671.994;-3.460.374.621;111;B;URUGUAY;7;a L. N. Alem y J. M. de Rosas;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Uruguay;410;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;URUGUAY AV. 410;Uruguay 410
-5.839.287.948;-3.460.435.231;112;B;CALLAO - MAESTRO ALFREDO BRAVO;1;Salida unicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;1833;;Balvanera;Comuna 3;Salida unicamente;Boca de subte;CORRIENTES AV. 1833;Corrientes 1833
-5.839.290.005;-346.045.349;113;B;CALLAO - MAESTRO ALFREDO BRAVO;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1832;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1832;Corrientes 1832
-5.839.252.344;-3.460.452.997;114;B;CALLAO - MAESTRO ALFREDO BRAVO;4;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1814;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1814;Corrientes 1814
-5.839.251.429;-3.460.435.733;115;B;CALLAO - MAESTRO ALFREDO BRAVO;5;a L. N. Alem y J. M. de Rosas;;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Callao;402;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CALLAO AV. 402;Callao 402
-5.839.205.498;-3.460.452.907;116;B;CALLAO - MAESTRO ALFREDO BRAVO;6;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1792;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1792;Corrientes 1792
-5.839.218.886;-3.460.417.664;117;B;CALLAO - MAESTRO ALFREDO BRAVO;7;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Callao;415;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;CALLAO AV. 415;Callao 415
-5.839.242.629;-3.460.424.534;118;B;CALLAO - MAESTRO ALFREDO BRAVO;3;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;1805;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 1805;Corrientes 1805
-5.839.970.987;-3.460.454.382;119;B;PASTEUR - AMIA;1;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2311;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2311;Corrientes 2311
-5.839.969.447;-3.460.474.455;120;B;PASTEUR - AMIA;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2306;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2306;Corrientes 2306
-5.839.920.186;-3.460.452.693;121;B;PASTEUR - AMIA;3;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2279;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2279;Corrientes 2279
-5.839.918.476;-3.460.472.482;122;B;PASTEUR - AMIA;4;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2280;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2280;Corrientes 2280
-5.840.520.872;-3.460.449.941;123;B;PUEYRREDON;5;Salida unicamente;H;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;2795;;Balvanera;Comuna 3;Salida unicamente;Boca de subte;CORRIENTES AV. 2795;Corrientes 2795
-5.840.523.957;-3.460.468.683;124;B;PUEYRREDON;4;a L. N. Alem y J. M. de Rosas;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2786;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2786;Corrientes 2786
-5.840.503.322;-3.460.451.198;125;B;PUEYRREDON;3;a L. N. Alem y J. M. de Rosas;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2789;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2789;Corrientes 2789
-5.840.506.241;-3.460.470.146;126;B;PUEYRREDON;6;a L. N. Alem y J. M. de Rosas;H;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;2744;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 2744;Corrientes 2744
-5.841.204.119;-3.460.399.886;127;B;CARLOS GARDEL;1;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;3315;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 3315;Corrientes 3315
-5.841.203.978;-3.460.419.563;128;B;CARLOS GARDEL;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;3326;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 3326;Corrientes 3326
-5.841.145.768;-3.460.397.391;129;B;CARLOS GARDEL;3;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;3299;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 3299;Corrientes 3299
-5.841.146.163;-3.460.416.616;130;B;CARLOS GARDEL;4;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;3290;;Balvanera;Comuna 3;Vestíbulo intermedio;Boca de subte;CORRIENTES AV. 3290;Corrientes 3290
-5.842.132.506;-3.460.304.022;131;B;ALMAGRO - MEDRANO;1;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;4019;;Almagro;Comuna 5;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 4019;Corrientes 4019
-5.842.116.483;-3.460.341.897;132;B;ALMAGRO - MEDRANO;2;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Medrano;598;;Almagro;Comuna 5;Andén a J. M. de Rosas;Boca de subte;MEDRANO AV. 598;Medrano 598
-5.842.069.085;-3.460.310.398;133;B;ALMAGRO - MEDRANO;3;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;3989;;Almagro;Comuna 5;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 3989;Corrientes 3989
-584.207.092;-3.460.329.343;134;B;ALMAGRO - MEDRANO;4;Salida unicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;3980;;Almagro;Comuna 5;Salida unicamente;Boca de subte;CORRIENTES AV. 3980;Corrientes 3980
-5.843.135.055;-3.460.204.699;135;B;ANGEL GALLARDO;1;Andén a Leandro N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;4667;;Almagro;Comuna 5;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 4667;Corrientes 4667
-5.843.084.901;-3.460.208.809;136;B;ANGEL GALLARDO;3;Andén a Leandro N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;4641;;Almagro;Comuna 5;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 4641;Corrientes 4641
-5.843.087.291;-3.460.227.804;137;B;ANGEL GALLARDO;2;Andén a Juan M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;4648;;Almagro;Comuna 5;Andén a Juan M. de Rosas;Boca de subte;CORRIENTES AV. 4648;Corrientes 4648
-584.313.716;-346.022.349;138;B;ANGEL GALLARDO;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;4668;;Almagro;Comuna 5;Salida únicamente;Boca de subte;CORRIENTES AV. 4668;Corrientes 4668
-5.843.987.951;-3.459.870.699;139;B;MALABIA - OSVALDO PUGLIESE;1;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;5321;;Villa Crespo;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 5321;Corrientes 5321
-58.439.989;-3.459.891.838;140;B;MALABIA - OSVALDO PUGLIESE;2;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;5310;;Villa Crespo;Comuna 15;Andén a Juan M. de Rosas;Boca de subte;CORRIENTES AV. 5310;Corrientes 5310
-5.843.952.822;-3.459.904.499;141;B;MALABIA - OSVALDO PUGLIESE;3;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;5283;;Villa Crespo;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 5283;Corrientes 5283
-5.843.972.079;-3.459.917.208;142;B;MALABIA - OSVALDO PUGLIESE;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;5296;;Villa Crespo;Comuna 15;Salida únicamente;Boca de subte;CORRIENTES AV. 5296;Corrientes 5296
-5.844.771.132;-3.459.143.949;143;B;DORREGO;1;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6201;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 6201;Corrientes 6201
-5.844.791.363;-3.459.159.255;144;B;DORREGO;2;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6221;;Chacarita;Comuna 15;Andén a Juan M. de Rosas;Boca de subte;CORRIENTES AV. 6221;Corrientes 6221
-5.844.731.229;-3.459.182.088;145;B;DORREGO;3;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6183;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 6183;Corrientes 6183
-5.844.748.835;-3.459.196.253;146;B;DORREGO;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Corrientes;6192;;Chacarita;Comuna 15;Salida únicamente;Boca de subte;CORRIENTES AV. 6192;Corrientes 6192
-5.845.480.959;-3.458.699.963;147;B;FEDERICO LACROZE;3;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Federico Lacroze;4200;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;LACROZE. FEDERICO AV. 4200;Federico Lacroze 4200
-5.845.566.456;-3.458.706.139;148;B;FEDERICO LACROZE;4;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Guzmán;4169;;;;Salida únicamente;Boca de subte;;Guzmán 4169
-5.845.532.136;-3.458.637.102;149;B;FEDERICO LACROZE;1;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Federico Lacroze;4171;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;LACROZE. FEDERICO AV. 4171;Federico Lacroze 4171
-5.845.543.109;-3.458.653.176;150;B;FEDERICO LACROZE;7;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6895;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 6895;Corrientes 6895
-5.845.453.092;-3.458.776.637;151;B;FEDERICO LACROZE;5;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6800;;Chacarita;Comuna 15;Andén a Juan M. de Rosas;Boca de subte;CORRIENTES AV. 6800;Corrientes 6800
-584.545.622;-3.458.736.495;152;B;FEDERICO LACROZE;2;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6870;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 6870;Corrientes 6870
-5.845.474.395;-345.876.881;153;B;FEDERICO LACROZE;10;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6802;;Chacarita;Comuna 15;Andén a Juan M. de Rosas;Boca de subte;CORRIENTES AV. 6802;Corrientes 6802
-5.845.511.612;-3.458.759.189;154;B;FEDERICO LACROZE;9;a J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6830;;Chacarita;Comuna 15;Andén a Juan M. de Rosas;Boca de subte;CORRIENTES AV. 6830;Corrientes 6830
-584.549.796;-3.458.723.044;155;B;FEDERICO LACROZE;8;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Corrientes;6880;;Chacarita;Comuna 15;Andén a Leandro N. Alem;Boca de subte;CORRIENTES AV. 6880;Corrientes 6880
-5.846.642.253;-345.839.467;156;B;TRONADOR - VILLA ORTUZAR;1;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Guevara;1619;;Villa Ortuzar;Comuna 15;Andén central;Boca de subte;GUEVARA 1619;Guevara 1619
-58.466.566;-3.458.415.013;157;B;TRONADOR - VILLA ORTUZAR;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Triunvirato;3174;;Villa Ortuzar;Comuna 15;Andén central;Boca de subte;TRIUNVIRATO AV. 3174;Triunvirato 3174
-5.846.654.182;-3.458.431.306;158;B;TRONADOR - VILLA ORTUZAR;4;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Tronador;690;;Villa Ortuzar;Comuna 15;Andén central;Boca de subte;TRONADOR 690;Tronador 690
-5.847.404.331;-3.458.139.074;159;B;DE LOS INCAS - PQUE. CHAS;1;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Triunvirato;3741;;Villa Ortuzar;Comuna 15;Vestíbulo intermedio;Boca de subte;TRIUNVIRATO AV. 3741;Triunvirato 3741
-5.847.389.389;-3.458.155.028;160;B;DE LOS INCAS - PQUE. CHAS;3;Salida unicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Triunvirato;3719;;Villa Ortuzar;Comuna 15;Salida unicamente;Boca de subte;TRIUNVIRATO AV. 3719;Triunvirato 3719
-5.847.349.626;-3.458.211.593;161;B;DE LOS INCAS - PQUE. CHAS;4;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Combatientes de Malvinas;3287;;Villa Ortuzar;Comuna 15;Andén central;Boca de subte;COMBATIENTES DE MALVINAS AV. 3287;Com
-5.848.095.202;-3.457.769.652;162;B;ECHEVERRIA;1;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Triunvirato;4265;;Villa Urquiza;Comuna 12;Vestíbulo intermedio;Boca de subte;TRIUNVIRATO AV. 4265;Triunvirato 4265
-5.848.113.055;-3.457.783.802;163;B;ECHEVERRIA;2;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Triunvirato;4272;;Villa Urquiza;Comuna 12;Vestíbulo intermedio;Boca de subte;TRIUNVIRATO AV. 4272;Triunvirato 4272
-5.848.046.135;-3.457.802.203;164;B;ECHEVERRIA;3;Salida unicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Triunvirato;4225;;Villa Urquiza;Comuna 12;Salida unicamente;Boca de subte;TRIUNVIRATO AV. 4225;Triunvirato 4225
-5.848.062.047;-3.457.817.998;165;B;ECHEVERRIA;6;a L. N. Alem y J. M. de Rosas;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Triunvirato;4236;;Villa Urquiza;Comuna 12;Vestíbulo intermedio;Boca de subte;TRIUNVIRATO AV. 4236;Triunvirato 4236
-5.848.782.603;-3.457.412.796;166;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;1;a L. N. Alem;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Roosevelt;5160;;Villa Urquiza;Comuna 12;Andén central;Boca de subte;ROOSEVELT FRANKLIN D. AV. 5160;Roosevelt 5160
-5.848.753.318;-3.457.396.109;167;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;3;a L. N. Alem;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Roosevelt;5110;;Villa Urquiza;Comuna 12;Andén central;Boca de subte;ROOSEVELT FRANKLIN D. AV. 5110;Roosevelt 5110
-5.848.773.498;-3.457.380.363;168;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;4;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roosevelt;5110;;Villa Urquiza;Comuna 12;Andén central;Boca de subte;ROOSEVELT FRANKLIN D. AV. 5110;Roosevelt 5110
-584.870.779;-3.457.462.295;169;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;5;a L. N. Alem;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Monroe;5169;;Villa Urquiza;Comuna 12;Andén central;Boca de subte;MONROE 5169;Monroe 5169
-5.848.638.465;-3.457.451.526;170;B;JUAN MANUEL DE ROSAS - VILLA URQUIZA;6;a L. N. Alem;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Triunvirato;4680;;Villa Urquiza;Comuna 12;Andén central;Boca de subte;TRIUNVIRATO AV. 4680;Triunvirato 4680
-5.837.382.872;-3.459.138.658;171;C;RETIRO;1;a Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Ramos Mejía;1390;;Retiro;Comuna 1;Andén central;Boca de subte;RAMOS MEJIA. JOSE MARIA. DR. AV. 1390;Ramos Mejía 1390
-5.837.491.155;-3.459.079.035;172;C;RETIRO;4;a Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Ramos Mejía;1314;;Retiro;Comuna 1;Andén central;Boca de subte;RAMOS MEJIA. JOSE MARIA. DR. AV. 1314;Ramos Mejía 1314
-5.837.384.293;-345.903.745;173;C;RETIRO;3;a Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Ramos Mejía;1462;;Retiro;Comuna 1;Andén central;Boca de subte;RAMOS MEJIA. JOSE MARIA. DR. AV. 1462;Ramos Mejía 1462
-5.837.359.252;-3.459.133.412;174;C;RETIRO;2;a Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Gilardi;1300;;Retiro;Comuna 1;Andén central;Boca de subte;GILARDI. GILARDO 1300;Gilardi 1300
-583.751.159;-3.459.067.121;175;C;RETIRO;5;a Constitución;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Ramos Mejía;1500;;Retiro;Comuna 1;Andén central;Boca de subte;RAMOS MEJIA. JOSE MARIA. DR. AV. 1500;Ramos Mejía 1500
-5.837.753.856;-3.459.553.202;176;C;SAN MARTIN;1;a Retiro y Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;715;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 715;Santa Fe 715
-583.774.906;-3.459.548.414;177;C;SAN MARTIN;1;Salida únicamente;;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Santa Fe;721;;Retiro;Comuna 1;Salida únicamente;Boca de subte;SANTA FE AV. 721;Santa Fe 721
-5.837.789.005;-3.459.514.591;178;C;SAN MARTIN;2;a Retiro y Constitución;;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Santa Fe;778;;Retiro;Comuna 1;Vestíbulo intermedio;Boca de subte;SANTA FE AV. 778;Santa Fe 778
-5.837.808.477;-3.460.169.098;179;C;LAVALLE;1;a Retiro y Constitución;;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Esmeralda;573;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;ESMERALDA 573;Esmeralda 573
-5.837.817.074;-3.460.267.378;180;C;LAVALLE;2;a Retiro y Constitución;;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Esmeralda;486;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;ESMERALDA 486;Esmeralda 486
-583.796.966;-3.460.460.493;181;C;DIAGONAL NORTE;1;Salida únicamente;B-D;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Roque Sáenz Peña;917;;San Nicolas;Comuna 1;Salida únicamente;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 917;Roque Sáenz Peña 917
-5.838.005.357;-3.460.470.053;182;C;DIAGONAL NORTE;2;a Retiro y Constitución;B-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;926;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 926;Roque Sáenz 
-5.837.904.829;-346.049.447;183;C;DIAGONAL NORTE;3;a Retiro y Constitución;B-D;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;893;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 893;Roque Sáe
-583.795.302;-3.460.495.652;184;C;DIAGONAL NORTE;4;a Retiro y Constitución;B-D;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Roque Sáenz Peña;900;;San Nicolas;Comuna 1;Vestíbulo intermedio;Boca de subte;SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 900;Roque Sáenz P
-5.838.059.725;-3.460.873.945;185;C;AV. DE MAYO;1;Salida únicamente;A;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;Bernardo de Irigoyen;18;;Monserrat;Comuna 1;Salida únicamente;Boca de subte;IRIGOYEN. BERNARDO DE 18;Bernardo de Irigoyen 18 I
