FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL,LINEA_L
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Boedo_Turn02,BOEDO,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Varela_Turn01,VARELA,4,0,0,4,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_RetiroE_N_Turn03,RETIRO,0,0,2,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Virreyes_E_Turn02,PLAZA DE LOS VIRREYES - EVA PERON,5,0,0,5,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_SanJose_Turn02,SAN JOSE,2,0,0,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Bolivar_N_Turn02,BOLIVAR,0,0,1,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Moreno_Turn02,JOSE MARIA MORENO,2,0,1,3,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_RetiroE_S_Turn02,RETIRO,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Pichin_Turn02,PICHINCHA,0,0,1,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_EMitre_Turn02,EMILIO MITRE,2,0,0,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_CCentral_S_Turn01,CORREO CENTRAL,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Indepen_Turn01,INDEPENDENCIA,1,0,1,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Bolivar_S_Turn01,BOLIVAR,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Boedo_Turn01,BOEDO,2,0,1,3,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_ERios_Turn01,ENTRE RIOS - RODOLFO WALSH,2,0,0,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_LaPlata_Turn02,AV. LA PLATA,0,0,2,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_RetiroE_S_Turn05,RETIRO,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Belgrano_Turn02,BELGRANO,1,0,1,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_CCentral_N_Turn03,CORREO CENTRAL,0,0,1,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_SanJose_Turn01,SAN JOSE,2,0,1,3,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Bolivar_N_Turn01,BOLIVAR,1,0,1,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_RetiroE_S_Turn03,RETIRO,2,0,0,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Virreyes_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,0,0,2,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Urquiza_Turn02,URQUIZA,6,0,1,7,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Medalla_Turn01,MEDALLA MILAGROSA,1,0,1,2,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_RetiroE_N_Turn05,RETIRO,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Virreyes_E_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,14,0,0,14,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_EMitre_Turn01,EMILIO MITRE,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Indepen_Turn03,INDEPENDENCIA,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_RetiroE_S_Turn04,RETIRO,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_Virreyes_E_Turn03,PLAZA DE LOS VIRREYES - EVA PERON,4,0,0,4,E
1/2/2024,05:15:00,05:30:00,LineaE,LineaE_ERios_Turn02,ENTRE RIOS - RODOLFO WALSH,1,0,0,1,E
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Hospitales_Sur_Turn01,HOSPITALES,3,0,1,4,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Inclan_Norte_Turn02,INCLAN - MEZQUITA AL AHMAD,3,0,2,5,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Patricios_Turn03,PARQUE PATRICIOS,3,0,0,3,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Hospitales_Norte_Turn03,HOSPITALES,3,0,0,3,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Once_Sur_Turn04,ONCE - 30 DE DICIEMBRE,0,0,2,2,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Hospitales_Sur_Turn03,HOSPITALES,3,0,0,3,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Caseros_Norte_Turn01,CASEROS,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Once_Sur_Turn03,ONCE - 30 DE DICIEMBRE,5,0,3,8,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Corrientes_Sur_Turn01,CORRIENTES,1,0,1,2,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_SantaFe_Norte_Turn02,SANTA FE - CARLOS JAUREGUI,0,0,1,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Once_Norte_Turn02,ONCE - 30 DE DICIEMBRE,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Venezuela_Sur_Turn01,VENEZUELA,4,0,0,4,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_HPrimo_Sur_Turn02,HUMBERTO 1,2,0,0,2,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_LasHeras_Turn04,LAS HERAS,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Once_Sur_Turn01,ONCE - 30 DE DICIEMBRE,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Venezuela_Sur_Turn02,VENEZUELA,3,0,0,3,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_SantaFe_Norte_Turn03,SANTA FE - CARLOS JAUREGUI,3,0,0,3,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_HPrimo_Sur_Turn01,HUMBERTO 1,4,0,0,4,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Caseros_Norte_Turn02,CASEROS,0,0,1,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Patricios_Turn01,PARQUE PATRICIOS,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Patricios_Turn05,PARQUE PATRICIOS,5,0,0,5,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Hospitales_Sur_Turn02,HOSPITALES,5,0,1,6,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Inclan_Sur_Turn02,INCLAN - MEZQUITA AL AHMAD,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_LasHeras_Turn02,LAS HERAS,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Hospitales_Norte_Turn01,HOSPITALES,5,0,0,5,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_LasHeras_Turn01,LAS HERAS,2,0,0,2,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Corrientes_Norte_Turn01,CORRIENTES,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Patricios_Turn04,PARQUE PATRICIOS,2,0,0,2,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Once_Norte_Turn01,ONCE - 30 DE DICIEMBRE,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Once_Sur_Turn02,ONCE - 30 DE DICIEMBRE,4,0,1,5,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_HPrimo_Norte_Turn01,HUMBERTO 1,1,0,0,1,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Cordoba_Turn01,CORDOBA,1,0,3,4,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Hospitales_Norte_Turn02,HOSPITALES,6,0,0,6,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Caseros_Sur_Turn02,CASEROS,3,0,1,4,H
1/2/2024,05:15:00,05:30:00,LineaH,LineaH_Patricios_Turn02,PARQUE PATRICIOS,1,0,1,2,H
1/2/2024,05:30:00,05:45:00,LineaD,LineaD_CongresoTuc_O_Turn06,CONGRESO DE TUCUMAN,0,0,1,1,D
1/2/2024,05:30:00,05:45:00,LineaD,LineaD_CongresoTuc_O_Turn04,CONGRESO DE TUCUMAN,0,0,1,1,D
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Boedo_Turn02,BOEDO,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_Turn01,PLAZA DE LOS VIRREYES - EVA PERON,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Pichin_Turn01,PICHINCHA,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_CCentral_N_Turn02,CORREO CENTRAL,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_Turn02,PLAZA DE LOS VIRREYES - EVA PERON,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Urquiza_Turn01,URQUIZA,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Catalinas_N_Turn03,CATALINAS,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_ERios_Turn03,ENTRE RIOS - RODOLFO WALSH,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Moreno_Turn02,JOSE MARIA MORENO,5,0,0,5,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_ERios_Turn01,ENTRE RIOS - RODOLFO WALSH,4,0,0,4,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_RetiroE_N_Turn05,RETIRO,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_SanJose_Turn01,SAN JOSE,6,0,0,6,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Medalla_Turn03,MEDALLA MILAGROSA,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_E_Turn03,PLAZA DE LOS VIRREYES - EVA PERON,16,0,0,16,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_ERios_Turn02,ENTRE RIOS - RODOLFO WALSH,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_EMitre_Turn02,EMILIO MITRE,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Indepen_Turn01,INDEPENDENCIA,2,0,2,4,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Pichin_Turn02,PICHINCHA,11,0,0,11,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_EMitre_Turn01,EMILIO MITRE,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Belgrano_Turn02,BELGRANO,1,0,1,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_Turn05,PLAZA DE LOS VIRREYES - EVA PERON,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Belgrano_Turn01,BELGRANO,0,0,1,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Medalla_Turn01,MEDALLA MILAGROSA,2,0,1,3,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Jujuy_Turn01,JUJUY,0,0,2,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_E_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,21,0,0,21,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_E_Turn02,PLAZA DE LOS VIRREYES - EVA PERON,3,0,0,3,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_LaPlata_Turn02,AV. LA PLATA,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Bolivar_N_Turn01,BOLIVAR,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_E_Turn01,PLAZA DE LOS VIRREYES - EVA PERON,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_SanJose_Turn02,SAN JOSE,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Jujuy_Turn02,JUJUY,5,0,0,5,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_CCentral_N_Turn01,CORREO CENTRAL,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Varela_Turn01,VARELA,6,0,0,6,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_LaPlata_Turn01,AV. LA PLATA,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_RetiroE_S_Turn03,RETIRO,4,0,0,4,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Indepen_Turn04,INDEPENDENCIA,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Virreyes_Turn03,PLAZA DE LOS VIRREYES - EVA PERON,0,0,2,2,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_CCentral_S_Turn02,CORREO CENTRAL,1,0,0,1,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_RetiroE_S_Turn02,RETIRO,4,0,0,4,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Urquiza_Turn02,URQUIZA,7,0,0,7,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Boedo_Turn01,BOEDO,6,0,3,9,E
1/2/2024,05:30:00,05:45:00,LineaE,LineaE_Pichin_Turn03,PICHINCHA,2,0,0,2,E
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Cordoba_Turn01,CORDOBA,0,0,1,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Once_Sur_Turn03,ONCE - 30 DE DICIEMBRE,4,0,1,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Patricios_Turn03,PARQUE PATRICIOS,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_LasHeras_Turn03,LAS HERAS,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Caseros_Norte_Turn02,CASEROS,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Corrientes_Sur_Turn02,CORRIENTES,2,0,0,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Venezuela_Norte_Turn01,VENEZUELA,1,0,0,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Hospitales_Sur_Turn03,HOSPITALES,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Hospitales_Norte_Turn02,HOSPITALES,12,0,0,12,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Inclan_Sur_Turn01,INCLAN - MEZQUITA AL AHMAD,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Once_Sur_Turn04,ONCE - 30 DE DICIEMBRE,6,0,1,7,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_HPrimo_Sur_Turn02,HUMBERTO 1,2,0,0,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Hospitales_Norte_Turn01,HOSPITALES,8,0,0,8,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Caseros_Norte_Turn01,CASEROS,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_SantaFe_Norte_Turn01,SANTA FE - CARLOS JAUREGUI,0,0,1,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_SantaFe_Sur_Turn01,SANTA FE - CARLOS JAUREGUI,1,0,0,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Once_Norte_Turn01,ONCE - 30 DE DICIEMBRE,2,0,0,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_SantaFe_Sur_Turn03,SANTA FE - CARLOS JAUREGUI,0,0,1,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Cordoba_Turn02,CORDOBA,2,0,0,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Inclan_Sur_Turn02,INCLAN - MEZQUITA AL AHMAD,2,0,1,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_HPrimo_Sur_Turn01,HUMBERTO 1,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Inclan_Norte_Turn02,INCLAN - MEZQUITA AL AHMAD,3,0,1,4,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_HPrimo_Norte_Turn01,HUMBERTO 1,3,0,2,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Hospitales_Norte_Turn03,HOSPITALES,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Patricios_Turn04,PARQUE PATRICIOS,1,0,0,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Once_Norte_Turn03,ONCE - 30 DE DICIEMBRE,1,0,0,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_HPrimo_Norte_Turn02,HUMBERTO 1,2,0,0,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Hospitales_Sur_Turn02,HOSPITALES,5,0,1,6,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Corrientes_Norte_Turn01,CORRIENTES,0,0,2,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_LasHeras_Turn04,LAS HERAS,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Caseros_Sur_Turn01,CASEROS,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_FDerecho_Norte_Turn01,FACULTAD DE DERECHO - JULIETA LANTERI,0,0,1,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Venezuela_Sur_Turn02,VENEZUELA,2,0,3,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Patricios_Turn05,PARQUE PATRICIOS,4,0,0,4,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Venezuela_Sur_Turn01,VENEZUELA,10,0,0,10,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_SantaFe_Norte_Turn03,SANTA FE - CARLOS JAUREGUI,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Patricios_Turn02,PARQUE PATRICIOS,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Cordoba_Turn03,CORDOBA,2,0,0,2,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Caseros_Sur_Turn02,CASEROS,3,0,0,3,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Hospitales_Sur_Turn01,HOSPITALES,5,0,0,5,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Inclan_Norte_Turn01,INCLAN - MEZQUITA AL AHMAD,6,0,0,6,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_FDerecho_Sur_Turn03,FACULTAD DE DERECHO - JULIETA LANTERI,1,0,0,1,H
1/2/2024,05:30:00,05:45:00,LineaH,LineaH_Patricios_Turn01,PARQUE PATRICIOS,3,0,1,4,H
1/2/2024,05:45:00,06:00:00,LineaD,LineaD_CongresoTuc_S_Turn03,CONGRESO DE TUCUMAN,0,0,1,1,D
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_CCentral_S_Turn02,CORREO CENTRAL,3,0,0,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_CCentral_S_Turn04,CORREO CENTRAL,5,0,0,5,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Varela_Turn02,VARELA,5,0,0,5,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Virreyes_Turn01,PLAZA DE LOS VIRREYES - EVA PERON,0,0,2,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Medalla_Turn02,MEDALLA MILAGROSA,4,0,5,9,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Bolivar_N_Turn01,BOLIVAR,2,0,0,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Pichin_Turn03,PICHINCHA,3,0,0,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Medalla_Turn01,MEDALLA MILAGROSA,4,0,0,4,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_CCentral_S_Turn05,CORREO CENTRAL,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Catalinas_N_Turn04,CATALINAS,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Varela_Turn01,VARELA,1,0,1,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Belgrano_Turn01,BELGRANO,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_RetiroE_N_Turn01,RETIRO,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Indepen_Turn01,INDEPENDENCIA,4,0,2,6,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_RetiroE_S_Turn05,RETIRO,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_RetiroE_S_Turn02,RETIRO,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Indepen_Turn03,INDEPENDENCIA,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Virreyes_E_Turn01,PLAZA DE LOS VIRREYES - EVA PERON,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_LaPlata_Turn02,AV. LA PLATA,1,0,2,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Boedo_Turn01,BOEDO,6,0,0,6,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_SanJose_Turn01,SAN JOSE,6,0,1,7,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_LaPlata_Turn01,AV. LA PLATA,4,0,0,4,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_ERios_Turn03,ENTRE RIOS - RODOLFO WALSH,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Moreno_Turn01,JOSE MARIA MORENO,0,0,2,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Moreno_Turn02,JOSE MARIA MORENO,5,0,0,5,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_RetiroE_S_Turn03,RETIRO,5,0,0,5,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_ERios_Turn01,ENTRE RIOS - RODOLFO WALSH,2,0,0,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_EMitre_Turn02,EMILIO MITRE,3,0,0,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_SanJose_Turn02,SAN JOSE,3,0,1,4,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Virreyes_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,0,0,1,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_CCentral_N_Turn02,CORREO CENTRAL,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_CCentral_N_Turn03,CORREO CENTRAL,0,0,2,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_EMitre_Turn01,EMILIO MITRE,9,0,0,9,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Belgrano_Turn02,BELGRANO,3,0,0,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Virreyes_E_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,39,0,0,39,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_CCentral_N_Turn01,CORREO CENTRAL,2,0,0,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_ERios_Turn02,ENTRE RIOS - RODOLFO WALSH,4,0,0,4,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Urquiza_Turn02,URQUIZA,4,0,0,4,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Jujuy_Turn03,JUJUY,3,0,0,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Boedo_Turn03,BOEDO,2,0,0,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Virreyes_E_Turn03,PLAZA DE LOS VIRREYES - EVA PERON,15,0,0,15,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Indepen_Turn04,INDEPENDENCIA,2,0,0,2,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Pichin_Turn02,PICHINCHA,2,0,1,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Jujuy_Turn02,JUJUY,2,0,1,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Virreyes_E_Turn02,PLAZA DE LOS VIRREYES - EVA PERON,5,0,0,5,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Boedo_Turn02,BOEDO,3,0,0,3,E
1/2/2024,05:45:00,06:00:00,LineaE,LineaE_Indepen_Turn02,INDEPENDENCIA,1,0,0,1,E
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Venezuela_Sur_Turn02,VENEZUELA,8,0,0,8,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_SantaFe_Sur_Turn03,SANTA FE - CARLOS JAUREGUI,0,0,1,1,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_HPrimo_Norte_Turn02,HUMBERTO 1,1,0,0,1,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Hospitales_Sur_Turn03,HOSPITALES,3,0,0,3,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Caseros_Sur_Turn02,CASEROS,7,0,2,9,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Venezuela_Norte_Turn01,VENEZUELA,2,0,0,2,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_LasHeras_Turn01,LAS HERAS,1,0,0,1,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Cordoba_Turn01,CORDOBA,5,0,0,5,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Once_Sur_Turn03,ONCE - 30 DE DICIEMBRE,2,0,0,2,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Venezuela_Norte_Turn02,VENEZUELA,2,0,0,2,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Venezuela_Sur_Turn01,VENEZUELA,2,0,0,2,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Inclan_Norte_Turn02,INCLAN - MEZQUITA AL AHMAD,3,0,2,5,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Caseros_Sur_Turn01,CASEROS,4,0,0,4,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Inclan_Sur_Turn01,INCLAN - MEZQUITA AL AHMAD,3,0,0,3,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_SantaFe_Sur_Turn02,SANTA FE - CARLOS JAUREGUI,3,0,0,3,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_Hospitales_Norte_Turn03,HOSPITALES,4,0,0,4,H
1/2/2024,05:45:00,06:00:00,LineaH,LineaH_HPrimo_Sur_Turn01,HUMBERTO 1,4,0,0,4,H
