long,lat,id,linea,estacion,numero_de_,destino_bo,lineas_de_,cierra_fin,escalera_p,escalera_m,ascensor,rampa,salvaescal,calle,altura,calle2,barrio,comuna,observacio,Objeto,dom_norma,dom_orig
-58.44731229,-34.59182088,145,B,DORREGO,3,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6183,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6183,Corrientes 6183
-58.44748835,-34.59196253,146,B,DORREGO,4,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Corrientes,6192,,Chacarita,Comuna 15,Salida únicamente,Boca de subte,CORRIENTES AV. 6192,Corrientes 6192
-58.45480959,-34.58699963,147,B,FEDERICO LACROZE,3,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Federico Lacroze,4200,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,LACROZE. FEDERICO AV. 4200,Federico Lacroze 4200
-58.45566456,-34.58706139,148,B,FEDERICO LACROZE,4,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Guzmán,4169,,,,Salida únicamente,Boca de subte,,Guzmán 4169
-58.45532136,-34.58637102,149,B,FEDERICO LACROZE,1,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Federico Lacroze,4171,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,LACROZE. FEDERICO AV. 4171,Federico Lacroze 4171
-58.45543109,-34.58653176,150,B,FEDERICO LACROZE,7,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6895,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6895,Corrientes 6895
-58.45453092,-34.58776637,151,B,FEDERICO LACROZE,5,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6800,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6800,Corrientes 6800
-58.4545622,-34.58736495,152,B,FEDERICO LACROZE,2,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6870,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6870,Corrientes 6870
-58.45474395,-34.5876881,153,B,FEDERICO LACROZE,10,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6802,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6802,Corrientes 6802
-58.45511612,-34.58759189,154,B,FEDERICO LACROZE,9,a J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6830,,Chacarita,Comuna 15,Andén a Juan M. de Rosas,Boca de subte,CORRIENTES AV. 6830,Corrientes 6830
-58.4549796,-34.58723044,155,B,FEDERICO LACROZE,8,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Corrientes,6880,,Chacarita,Comuna 15,Andén a Leandro N. Alem,Boca de subte,CORRIENTES AV. 6880,Corrientes 6880
-58.46642253,-34.5839467,156,B,TRONADOR - VILLA ORTÚZAR,1,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Guevara,1619,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,GUEVARA 1619,Guevara 1619
-58.466566,-34.58415013,157,B,TRONADOR - VILLA ORTÚZAR,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Triunvirato,3174,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,TRIUNVIRATO AV. 3174,Triunvirato 3174
-58.46654182,-34.58431306,158,B,TRONADOR - VILLA ORTÚZAR,4,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Tronador,690,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,TRONADOR 690,Tronador 690
-58.47404331,-34.58139074,159,B,DE LOS INCAS - PQUE. CHAS,1,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Triunvirato,3741,,Villa Ortuzar,Comuna 15,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 3741,Triunvirato 3741
-58.47389389,-34.58155028,160,B,DE LOS INCAS - PQUE. CHAS,3,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Triunvirato,3719,,Villa Ortuzar,Comuna 15,Salida unicamente,Boca de subte,TRIUNVIRATO AV. 3719,Triunvirato 3719
-58.47349626,-34.58211593,161,B,DE LOS INCAS - PQUE. CHAS,4,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Combatientes de Malvinas,3287,,Villa Ortuzar,Comuna 15,Andén central,Boca de subte,COMBATIENTES DE MALVINAS AV. 3287,Com
-58.48095202,-34.57769652,162,B,ECHEVERRÍA,1,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Triunvirato,4265,,Villa Urquiza,Comuna 12,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 4265,Triunvirato 4265
-58.48113055,-34.57783802,163,B,ECHEVERRÍA,2,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Triunvirato,4272,,Villa Urquiza,Comuna 12,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 4272,Triunvirato 4272
-58.48046135,-34.57802203,164,B,ECHEVERRÍA,3,Salida unicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Triunvirato,4225,,Villa Urquiza,Comuna 12,Salida unicamente,Boca de subte,TRIUNVIRATO AV. 4225,Triunvirato 4225
-58.48062047,-34.57817998,165,B,ECHEVERRÍA,6,a L. N. Alem y J. M. de Rosas,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Triunvirato,4236,,Villa Urquiza,Comuna 12,Vestíbulo intermedio,Boca de subte,TRIUNVIRATO AV. 4236,Triunvirato 4236
-58.48782603,-34.57412796,166,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,1,a L. N. Alem,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Roosevelt,5160,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,ROOSEVELT FRANKLIN D. AV. 5160,Roosevelt 5160
-58.48753318,-34.57396109,167,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,3,a L. N. Alem,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Roosevelt,5110,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,ROOSEVELT FRANKLIN D. AV. 5110,Roosevelt 5110
-58.48773498,-34.57380363,168,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,4,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roosevelt,5110,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,ROOSEVELT FRANKLIN D. AV. 5110,Roosevelt 5110
-58.4870779,-34.57462295,169,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,5,a L. N. Alem,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Monroe,5169,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,MONROE 5169,Monroe 5169
-58.48638465,-34.57451526,170,B,JUAN MANUEL DE ROSAS - VILLA URQUIZA,6,a L. N. Alem,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Triunvirato,4680,,Villa Urquiza,Comuna 12,Andén central,Boca de subte,TRIUNVIRATO AV. 4680,Triunvirato 4680
-58.37382872,-34.59138658,171,C,RETIRO,1,a Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Ramos Mejía,1390,,Retiro,Comuna 1,Andén central,Boca de subte,RAMOS MEJIA. JOSE MARIA. DR. AV. 1390,Ramos Mejía 1390
-58.37491155,-34.59079035,172,C,RETIRO,4,a Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Ramos Mejía,1314,,Retiro,Comuna 1,Andén central,Boca de subte,RAMOS MEJIA. JOSE MARIA. DR. AV. 1314,Ramos Mejía 1314
-58.37384293,-34.5903745,173,C,RETIRO,3,a Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Ramos Mejía,1462,,Retiro,Comuna 1,Andén central,Boca de subte,RAMOS MEJIA. JOSE MARIA. DR. AV. 1462,Ramos Mejía 1462
-58.37359252,-34.59133412,174,C,RETIRO,2,a Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Gilardi,1300,,Retiro,Comuna 1,Andén central,Boca de subte,GILARDI. GILARDO 1300,Gilardi 1300
-58.3751159,-34.59067121,175,C,RETIRO,5,a Constitución,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Ramos Mejía,1500,,Retiro,Comuna 1,Andén central,Boca de subte,RAMOS MEJIA. JOSE MARIA. DR. AV. 1500,Ramos Mejía 1500
-58.37753856,-34.59553202,176,C,SAN MARTIN,1,a Retiro y Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,715,,Retiro,Comuna 1,Vestíbulo intermedio,Boca de subte,SANTA FE AV. 715,Santa Fe 715
-58.3774906,-34.59548414,177,C,SAN MARTIN,1,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Santa Fe,721,,Retiro,Comuna 1,Salida únicamente,Boca de subte,SANTA FE AV. 721,Santa Fe 721
-58.37789005,-34.59514591,178,C,SAN MARTIN,2,a Retiro y Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,778,,Retiro,Comuna 1,Vestíbulo intermedio,Boca de subte,SANTA FE AV. 778,Santa Fe 778
-58.37808477,-34.60169098,179,C,LAVALLE,1,a Retiro y Constitución,,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Esmeralda,573,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,ESMERALDA 573,Esmeralda 573
-58.37817074,-34.60267378,180,C,LAVALLE,2,a Retiro y Constitución,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Esmeralda,486,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,ESMERALDA 486,Esmeralda 486
-58.3796966,-34.60460493,181,C,DIAGONAL NORTE,1,Salida únicamente,B-D,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Roque Sáenz Peña,917,,San Nicolas,Comuna 1,Salida únicamente,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 917,Roque Sáenz Peña 917
-58.38005357,-34.60470053,182,C,DIAGONAL NORTE,2,a Retiro y Constitución,B-D,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,926,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 926,Roque Sáenz 
-58.37904829,-34.6049447,183,C,DIAGONAL NORTE,3,a Retiro y Constitución,B-D,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,893,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 893,Roque Sáe
-58.3795302,-34.60495652,184,C,DIAGONAL NORTE,4,a Retiro y Constitución,B-D,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,900,,San Nicolas,Comuna 1,Vestíbulo intermedio,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 900,Roque Sáenz P
-58.38059725,-34.60873945,185,C,AV. DE MAYO,1,Salida únicamente,A,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,18,,Monserrat,Comuna 1,Salida únicamente,Boca de subte,IRIGOYEN. BERNARDO DE 18,Bernardo de Irigoyen 18 I
-58.3805723,-34.60926672,186,C,AV. DE MAYO,2,a Retiro y Constitución,A,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,72,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,IRIGOYEN. BERNARDO DE 72,Bernardo de Irigoyen 72
-58.38034569,-34.60886563,187,C,AV. DE MAYO,3,a Retiro y Constitución,A,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Avenida de Mayo,981,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,DE MAYO AV. 981,Avenida de Mayo 981
-58.38032445,-34.60908366,188,C,AV. DE MAYO,4,a Retiro y Constitución,A,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Avenida de Mayo,984,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,DE MAYO AV. 984,Avenida de Mayo 984
-58.38058096,-34.61235297,189,C,MORENO,1,a Retiro y Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,336,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,IRIGOYEN. BERNARDO DE 336,Bernardo de Irigoyen 336
-58.38057509,-34.61254217,190,C,MORENO,3,a Retiro y Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,356,,Monserrat,Comuna 1,Vestíbulo intermedio,Boca de subte,IRIGOYEN. BERNARDO DE 356,Bernardo de Irigoyen 356
-58.38005922,-34.61785794,191,C,INDEPENDENCIA,1,a Retiro y Constitución,E,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,816,,Constitucion,Comuna 1,Vestíbulo intermedio,Boca de subte,IRIGOYEN. BERNARDO DE 816,Bernardo de Irigoyen 816
-58.3799262,-34.62181453,192,C,SAN JUAN,1,a Retiro y Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,1172,,Constitucion,Comuna 1,Vestíbulo intermedio,Boca de subte,IRIGOYEN. BERNARDO DE 1172,Bernardo de Irigoyen 1172
-58.37984748,-34.62244704,193,C,SAN JUAN,3,a Retiro y Constitución,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Bernardo de Irigoyen,1220,,Constitucion,Comuna 1,Vestíbulo intermedio,Boca de subte,IRIGOYEN. BERNARDO DE 1220,Bernardo de Irigoyen 1220
-58.38104454,-34.62790093,194,C,CONSTITUCION,1,a Retiro,,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,Brasil,1149,,Constitucion,Comuna 1,Andén central,Boca de subte,BRASIL 1149,Brasil 1149
-58.3803079,-34.62810194,195,C,CONSTITUCION,4,a Retiro,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Brasil,1140,,Constitucion,Comuna 1,Boca cerrada,Boca de subte,BRASIL 1140,Brasil 1140
-58.38105746,-34.62770534,196,C,CONSTITUCION,2,a Retiro,,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,Brasil,1137,,Constitucion,Comuna 1,Andén central,Boca de subte,BRASIL 1137,Brasil 1137
-58.37403503,-34.60785004,197,D,CATEDRAL,10,a Congreso de Tucumán,A-E,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,520,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 520,Roque Sáenz Peña 5
-58.37491264,-34.60750963,198,D,CATEDRAL,1,a Congreso de Tucumán,A-E,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,590,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 590,Roque Sáenz Peña 59
-58.37467599,-34.60750031,199,D,CATEDRAL,6,a Congreso de Tucumán,A-E,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Florida,45,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,FLORIDA 45,Florida 45
-58.37519819,-34.60724777,200,D,CATEDRAL,2,a Congreso de Tucumán,A-E,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,616,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 616,Roque Sáenz Peña 61
-58.37477538,-34.60717509,201,D,CATEDRAL,4,Salida únicamente,A-E,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Roque Sáenz Peña,568,,San Nicolas,Comuna 1,Salida únicamente,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 568,Roque Sáenz Peña 568
-58.37384688,-34.60767034,202,D,CATEDRAL,5,a Congreso de Tucumán,A-E,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,511,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 511,Roque Sáenz Peñ
-58.37433766,-34.60768397,203,D,CATEDRAL,8,a Congreso de Tucumán,A-E,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Roque Sáenz Peña,530,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 530,Roque Sáenz Peña 53
-58.380464,-34.60447026,204,D,9 DE JULIO,6,a Congreso de Tucumán,B-C,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,974,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 974,Roque Sáenz Peña 97
-58.38009619,-34.60440025,205,D,9 DE JULIO,3,a Catedral,B-C,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Roque Sáenz Peña,943,,San Nicolas,Comuna 1,Andén a Catedral,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 943,Roque Sáenz Peña 943
-58.38046533,-34.60419858,206,D,9 DE JULIO,1,Salida únicamente,B-C,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Roque Sáenz Peña,979,,San Nicolas,Comuna 1,Salida únicamente,Boca de subte,SAENZ PEÑA. ROQUE. PRES. DIAGONAL NORTE AV. 979,Roque Sáenz Peña 979
-58.38511956,-34.60120129,207,D,TRIBUNALES - TEATRO COLÓN,1,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Talcahuano,650,,San Nicolas,Comuna 1,Andén central,Boca de subte,TALCAHUANO 650,Talcahuano 650
-58.38532808,-34.60201973,208,D,TRIBUNALES - TEATRO COLÓN,6,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Talcahuano,550,,San Nicolas,Comuna 1,Andén central,Boca de subte,TALCAHUANO 550,Talcahuano 550
-58.38535527,-34.60120969,209,D,TRIBUNALES - TEATRO COLÓN,2,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Talcahuano,640,,San Nicolas,Comuna 1,Andén central,Boca de subte,TALCAHUANO 640,Talcahuano 640
-58.38506135,-34.60139328,210,D,TRIBUNALES - TEATRO COLÓN,3,a Catedral y Congreso de Tucumán,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Tucuman,1295,,San Nicolas,Comuna 1,Andén central,Boca de subte,TUCUMAN 1295,Tucuman 1295
-58.39180479,-34.59975381,211,D,CALLAO,6,a Catedral y Congreso de Tucumán,,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Córdoba,1710,,San Nicolas,Comuna 1,Pasillo intermedio,Boca de subte,CORDOBA AV. 1710,Córdoba 1710
-58.39266807,-34.59981593,212,D,CALLAO,4,a Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Córdoba,1800,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,CORDOBA AV. 1800,Córdoba 1800
-58.39301218,-34.59983561,213,D,CALLAO,2,a Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Callao,792,,Balvanera,Comuna 3,Andén a C. de Tucumán,Boca de subte,CALLAO AV. 792,Callao 792
-58.39318391,-34.59955141,214,D,CALLAO,1,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Córdoba,1807,,Recoleta,Comuna 2,Salida únicamente,Boca de subte,CORDOBA AV. 1807,Córdoba 1807
-58.39282923,-34.59945142,215,D,CALLAO,3,a Catedral,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Callao,821,,Recoleta,Comuna 2,Andén a Catedral,Boca de subte,CALLAO AV. 821,Callao 821
-58.3918175,-34.59968353,216,D,CALLAO,8,a Congreso de Tucumán,,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Córdoba,1712,,San Nicolas,Comuna 1,Andén a C. de Tucumán,Boca de subte,CORDOBA AV. 1712,Córdoba 1712
-58.39762935,-34.59984039,217,D,FACULTAD DE MEDICINA,6,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Córdoba,2120,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORDOBA AV. 2120,Córdoba 2120
-58.39808022,-34.59984595,218,D,FACULTAD DE MEDICINA,4,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Córdoba,2150,,Balvanera,Comuna 3,Vestíbulo intermedio,Boca de subte,CORDOBA AV. 2150,Córdoba 2150
-58.39749045,-34.59955513,219,D,FACULTAD DE MEDICINA,3,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Córdoba,2115,,Recoleta,Comuna 2,Vestíbulo intermedio,Boca de subte,CORDOBA AV. 2115,Córdoba 2115
-58.3981822,-34.59984174,220,D,FACULTAD DE MEDICINA,2,a Congreso de Tucumán,,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Córdoba,2152,,Balvanera,Comuna 3,Andén a C. de Tucumán,Boca de subte,CORDOBA AV. 2152,Córdoba 2152
-58.39783672,-34.59963194,221,D,FACULTAD DE MEDICINA,1,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Córdoba,2160,,Balvanera,Comuna 3,Salida únicamente,Boca de subte,CORDOBA AV. 2160,Córdoba 2160
-58.40265754,-34.59446805,222,D,PUEYRREDON,2,Salida únicamente,H,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Santa Fe,2514,,Recoleta,Comuna 2,Salida únicamente,Boca de subte,SANTA FE AV. 2514,Santa Fe 2514
-58.40259965,-34.5942718,223,D,PUEYRREDON,1,a Catedral y Congreso de Tucumán,H,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,2517,,Recoleta,Comuna 2,Andén central,Boca de subte,SANTA FE AV. 2517,Santa Fe 2517
-58.40698055,-34.59195979,224,D,AGÜERO,4,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Santa Fe,2880,,Recoleta,Comuna 2,Salida únicamente,Boca de subte,SANTA FE AV. 2880,Santa Fe 2880
-58.40736312,-34.59160303,225,D,AGÜERO,2,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,2906,,Recoleta,Comuna 2,Pasillo intermedio,Boca de subte,SANTA FE AV. 2906,Santa Fe 2906
-58.4072065,-34.59143673,226,D,AGÜERO,1,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,2915,,Recoleta,Comuna 2,Pasillo intermedio,Boca de subte,SANTA FE AV. 2915,Santa Fe 2915
-58.40683166,-34.59179797,227,D,AGÜERO,3,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,2885,,Recoleta,Comuna 2,Pasillo intermedio,Boca de subte,SANTA FE AV. 2885,Santa Fe 2885
-58.41098877,-34.58856752,228,D,BULNES,4,Salida únicamente,,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Santa Fe,3256,,Palermo,Comuna 14,Salida únicamente,Boca de subte,SANTA FE AV. 3256,Santa Fe 3256
-58.41146604,-34.58824676,229,D,BULNES,2,a Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,3300,,Palermo,Comuna 14,Andén a C. de Tucumán,Boca de subte,SANTA FE AV. 3300,Santa Fe 3300
-58.41131532,-34.58809339,230,D,BULNES,1,a Catedral,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,3295,,Palermo,Comuna 14,Andén a Catedral,Boca de subte,SANTA FE AV. 3295,Santa Fe 3295
-58.41087019,-34.58812206,231,D,BULNES,3,a Catedral,,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Santa Fe,3261,,Palermo,Comuna 14,Andén a Catedral,Boca de subte,SANTA FE AV. 3261,Santa Fe 3261
-58.41583454,-34.58535596,232,D,R.SCALABRINI ORTIZ,4,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,3684,,Palermo,Comuna 14,Pasillo intermedio,Boca de subte,SANTA FE AV. 3684,Santa Fe 3684
-58.4162388,-34.58521103,233,D,R.SCALABRINI ORTIZ,2,a Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Scalabrini,2494,,Palermo,Comuna 14,Andén a C. de Tucumán,Boca de subte,SCALABRINI ORTIZ. RAUL AV. 2494,Scalabrini 2494
-58.4159891,-34.58499334,234,D,R.SCALABRINI ORTIZ,1,a Catedral,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,3711,,Palermo,Comuna 14,Andén a Catedral,Boca de subte,SANTA FE AV. 3711,Santa Fe 3711
-58.4156549,-34.58521727,235,D,R.SCALABRINI ORTIZ,3,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,3679,,Palermo,Comuna 14,Pasillo intermedio,Boca de subte,SANTA FE AV. 3679,Santa Fe 3679
-58.42030667,-34.58231298,236,D,PLAZA ITALIA,6,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,4002,,Palermo,Comuna 14,Andén central,Boca de subte,SANTA FE AV. 4002,Santa Fe 4002
-58.42041848,-34.58224331,237,D,PLAZA ITALIA,4,Salida únicamente,,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Santa Fe,4026,,Palermo,Comuna 14,Salida únicamente,Boca de subte,SANTA FE AV. 4026,Santa Fe 4026
-58.42168611,-34.58136181,238,D,PLAZA ITALIA,2,a Catedral y Congreso de Tucumán,,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Santa Fe,4196,,Palermo,Comuna 14,Andén central,Boca de subte,SANTA FE AV. 4196,Santa Fe 4196
